City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Descrition
699,Cap Malheureux,MU,-19.9842,57.6142,68.47,76,0,8.99,clear sky
700,Guarapari,BR,-20.6667,-40.4975,69.89,83,4,3.38,clear sky
701,Ahuimanu,US,21.4447,-157.8378,85.75,62,1,8.99,clear sky
702,Asau,RO,46.4333,26.4,60.28,94,6,5.35,clear sky
703,Vacha,RU,55.8008,42.7706,52.59,78,27,3.13,scattered clouds
704,Murgab,TM,37.4966,61.9714,80.11,30,100,7.34,overcast clouds
705,Popondetta,PG,-8.7537,148.2534,89.65,47,9,4.43,clear sky
706,Banamba,ML,13.55,-7.45,77.7,71,17,9.22,few clouds
707,Bloomsburg,US,41.0037,-76.4549,73.58,91,100,3.85,overcast clouds
708,Japura,ID,-0.3167,102.35,77.02,88,100,1.61,overcast clouds
709,Cuajinicuilapa,MX,16.4667,-98.4167,80.69,79,100,5.41,overcast clouds
710,Nadym,RU,65.5333,72.5167,51.48,72,3,10.89,clear sky
711,Novyy Urengoy,RU,66.0833,76.6333,50.47,65,0,14.72,clear sky
712,Faya,SA,18.3851,42.4509,66.78,63,89,7.2,overcast clouds
